,mapping,trans_mapping,hs,hk,smap,smap_inf
586,[0 1 6 7 8],"['AAPL.csv', 'ADBE.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv']",3.244868,2.974133,0.541543,3.117967
587,[0 3 5 6 8],"['AAPL.csv', 'GOOG.csv', 'IDXX.csv', 'MSFT.csv', 'NVDA.csv']",3.264706,3.050767,0.529755,3.137805
588,[0 1 5 6 8],"['AAPL.csv', 'ADBE.csv', 'IDXX.csv', 'MSFT.csv', 'NVDA.csv']",3.247886,3.075199,0.545068,3.120986
589,[1 2 3 5 6],"['ADBE.csv', 'ADI.csv', 'GOOG.csv', 'IDXX.csv', 'MSFT.csv']",3.230724,3.047744,0.554696,3.103824
590,[0 1 3 6 7],"['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'MSFT.csv', 'NFLX.csv']",3.194316,2.985154,0.514102,3.067416
591,[2 3 5 6 9],"['ADI.csv', 'GOOG.csv', 'IDXX.csv', 'MSFT.csv', 'TSLA.csv']",3.331358,3.107452,0.589095,3.204457
592,[2 4 7 8 9],"['ADI.csv', 'GOOGL.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']",3.294327,2.976027,0.635958,3.167426
593,[0 3 4 8 9],"['AAPL.csv', 'GOOG.csv', 'GOOGL.csv', 'NVDA.csv', 'TSLA.csv']",2.878323,2.725918,0.603090,2.751422
594,[0 2 5 7 9],"['AAPL.csv', 'ADI.csv', 'IDXX.csv', 'NFLX.csv', 'TSLA.csv']",3.345136,3.084917,0.661182,3.218236
595,[1 2 6 7 8],"['ADBE.csv', 'ADI.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv']",3.245019,3.053633,0.558166,3.118118
596,[1 3 4 7 9],"['ADBE.csv', 'GOOG.csv', 'GOOGL.csv', 'NFLX.csv', 'TSLA.csv']",2.841105,2.703589,0.613020,2.714204
597,[0 4 5 6 9],"['AAPL.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'TSLA.csv']",3.299572,3.107965,0.589940,3.172671
598,[2 3 6 8 9],"['ADI.csv', 'GOOG.csv', 'MSFT.csv', 'NVDA.csv', 'TSLA.csv']",3.292029,3.093932,0.552595,3.165128
599,[0 1 5 8 9],"['AAPL.csv', 'ADBE.csv', 'IDXX.csv', 'NVDA.csv', 'TSLA.csv']",3.301633,3.127941,0.609057,3.174732
600,[0 2 3 6 8],"['AAPL.csv', 'ADI.csv', 'GOOG.csv', 'MSFT.csv', 'NVDA.csv']",3.234398,3.019399,0.500106,3.107497
601,[1 2 3 8 9],"['ADBE.csv', 'ADI.csv', 'GOOG.csv', 'NVDA.csv', 'TSLA.csv']",3.262557,3.170043,0.590976,3.135657
602,[0 1 2 4 5],"['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOGL.csv', 'IDXX.csv']",3.237743,3.098906,0.570865,3.110843
603,[0 3 4 6 7],"['AAPL.csv', 'GOOG.csv', 'GOOGL.csv', 'MSFT.csv', 'NFLX.csv']",2.842733,2.780634,0.556647,2.715832
604,[0 2 4 6 8],"['AAPL.csv', 'ADI.csv', 'GOOGL.csv', 'MSFT.csv', 'NVDA.csv']",3.234052,3.051103,0.525280,3.107152
605,[0 4 5 8 9],"['AAPL.csv', 'GOOGL.csv', 'IDXX.csv', 'NVDA.csv', 'TSLA.csv']",3.305148,3.096777,0.612529,3.178248
606,[0 3 5 7 8],"['AAPL.csv', 'GOOG.csv', 'IDXX.csv', 'NFLX.csv', 'NVDA.csv']",3.273002,3.027318,0.590952,3.146101
607,[1 4 5 7 9],"['ADBE.csv', 'GOOGL.csv', 'IDXX.csv', 'NFLX.csv', 'TSLA.csv']",3.262667,3.130077,0.610606,3.135767
608,[1 2 6 8 9],"['ADBE.csv', 'ADI.csv', 'MSFT.csv', 'NVDA.csv', 'TSLA.csv']",3.271904,3.078063,0.569557,3.145004
609,[1 2 5 6 7],"['ADBE.csv', 'ADI.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv']",3.272087,3.054267,0.585135,3.145187
610,[1 2 3 4 9],"['ADBE.csv', 'ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'TSLA.csv']",2.874052,2.806012,0.612846,2.747151
611,[0 1 5 6 7],"['AAPL.csv', 'ADBE.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv']",3.252026,3.016392,0.567610,3.125126
612,[0 2 7 8 9],"['AAPL.csv', 'ADI.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']",3.306317,3.095674,0.649190,3.179417
613,[2 3 4 6 8],"['ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'MSFT.csv', 'NVDA.csv']",2.850894,2.781825,0.516366,2.723993
614,[0 3 7 8 9],"['AAPL.csv', 'GOOG.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']",3.283876,3.096960,0.622002,3.156976
615,[0 3 5 8 9],"['AAPL.csv', 'GOOG.csv', 'IDXX.csv', 'NVDA.csv', 'TSLA.csv']",3.303714,3.091740,0.607871,3.176813
616,[0 2 3 4 9],"['AAPL.csv', 'ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'TSLA.csv']",2.892510,2.694819,0.630411,2.765609
617,[0 3 4 7 8],"['AAPL.csv', 'GOOG.csv', 'GOOGL.csv', 'NFLX.csv', 'NVDA.csv']",2.848972,2.800432,0.580231,2.722071
618,[1 2 4 8 9],"['ADBE.csv', 'ADI.csv', 'GOOGL.csv', 'NVDA.csv', 'TSLA.csv']",3.262158,3.122629,0.602467,3.135257
619,[2 4 5 7 9],"['ADI.csv', 'GOOGL.csv', 'IDXX.csv', 'NFLX.csv', 'TSLA.csv']",3.334614,3.134953,0.637948,3.207713
620,[0 3 5 6 9],"['AAPL.csv', 'GOOG.csv', 'IDXX.csv', 'MSFT.csv', 'TSLA.csv']",3.301811,3.080700,0.586962,3.174910
621,[3 4 5 7 8],"['GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'NFLX.csv', 'NVDA.csv']",2.883021,2.674673,0.607449,2.756120
622,[1 2 7 8 9],"['ADBE.csv', 'ADI.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']",3.283559,3.091020,0.636308,3.156658
623,[0 4 5 6 8],"['AAPL.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NVDA.csv']",3.263394,3.067742,0.531311,3.136494
624,[0 2 4 5 7],"['AAPL.csv', 'ADI.csv', 'GOOGL.csv', 'IDXX.csv', 'NFLX.csv']",3.286753,3.153040,0.604717,3.159852
625,[0 1 5 6 9],"['AAPL.csv', 'ADBE.csv', 'IDXX.csv', 'MSFT.csv', 'TSLA.csv']",3.286092,3.140295,0.588502,3.159191
626,[1 2 5 6 8],"['ADBE.csv', 'ADI.csv', 'IDXX.csv', 'MSFT.csv', 'NVDA.csv']",3.245534,3.062056,0.549268,3.118634
627,[0 1 2 5 7],"['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'IDXX.csv', 'NFLX.csv']",3.275845,2.985247,0.605091,3.148944
628,[0 1 2 8 9],"['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'NVDA.csv', 'TSLA.csv']",3.280719,3.120063,0.620840,3.153819
629,[1 4 6 7 8],"['ADBE.csv', 'GOOGL.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv']",3.217570,3.054541,0.534645,3.090669
630,[0 3 4 5 8],"['AAPL.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'NVDA.csv']",2.862909,2.620552,0.571826,2.736009
631,[2 5 6 8 9],"['ADI.csv', 'IDXX.csv', 'MSFT.csv', 'NVDA.csv', 'TSLA.csv']",3.334174,3.133136,0.595925,3.207274
632,[1 4 5 7 8],"['ADBE.csv', 'GOOGL.csv', 'IDXX.csv', 'NFLX.csv', 'NVDA.csv']",3.246982,3.012311,0.574764,3.120082
633,[1 3 4 5 7],"['ADBE.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'NFLX.csv']",2.825342,2.732248,0.577586,2.698442
634,[0 1 4 6 8],"['AAPL.csv', 'ADBE.csv', 'GOOGL.csv', 'MSFT.csv', 'NVDA.csv']",3.195706,2.995518,0.491590,3.068805
635,[0 1 4 5 8],"['AAPL.csv', 'ADBE.csv', 'GOOGL.csv', 'IDXX.csv', 'NVDA.csv']",3.232415,3.128145,0.542155,3.105515
636,[1 2 3 6 9],"['ADBE.csv', 'ADI.csv', 'GOOG.csv', 'MSFT.csv', 'TSLA.csv']",3.263252,3.069631,0.572053,3.136351
637,[0 1 4 5 6 8],"['AAPL.csv', 'ADBE.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NVDA.csv']",3.802132,3.262582,0.418531,2.576619
638,[0 2 3 6 7 9],"['AAPL.csv', 'ADI.csv', 'GOOG.csv', 'MSFT.csv', 'NFLX.csv', 'TSLA.csv']",3.906334,3.279693,0.503829,2.680821
639,[2 4 5 6 7 8],"['ADI.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv']",3.882568,3.347067,0.483891,2.657055
640,[1 2 3 4 6 9],"['ADBE.csv', 'ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'MSFT.csv', 'TSLA.csv']",3.462950,3.048318,0.486608,2.237437
641,[0 3 4 6 7 9],"['AAPL.csv', 'GOOG.csv', 'GOOGL.csv', 'MSFT.csv', 'NFLX.csv', 'TSLA.csv']",3.490093,3.101769,0.523899,2.264580
642,[1 4 5 7 8 9],"['ADBE.csv', 'GOOGL.csv', 'IDXX.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']",3.877572,3.313505,0.533020,2.652059
643,[1 2 3 5 7 8],"['ADBE.csv', 'ADI.csv', 'GOOG.csv', 'IDXX.csv', 'NFLX.csv', 'NVDA.csv']",3.842841,3.378590,0.491335,2.617328
644,[0 2 3 6 8 9],"['AAPL.csv', 'ADI.csv', 'GOOG.csv', 'MSFT.csv', 'NVDA.csv', 'TSLA.csv']",3.870636,3.364116,0.456853,2.645123
645,[2 3 4 5 8 9],"['ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'NVDA.csv', 'TSLA.csv']",3.513325,3.134800,0.531599,2.287812
646,[3 5 6 7 8 9],"['GOOG.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']",3.924908,3.332793,0.521328,2.699395
647,[0 1 3 4 6 8],"['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'GOOGL.csv', 'MSFT.csv', 'NVDA.csv']",3.398058,3.162673,0.387984,2.172545
648,[0 3 6 7 8 9],"['AAPL.csv', 'GOOG.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']",3.892985,3.331817,0.489404,2.667472
649,[3 4 5 7 8 9],"['GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']",3.520184,3.246538,0.565509,2.294671
650,[0 4 6 7 8 9],"['AAPL.csv', 'GOOGL.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']",3.890533,3.211639,0.510346,2.665020
651,[1 2 6 7 8 9],"['ADBE.csv', 'ADI.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']",3.875354,3.299407,0.514669,2.649841
652,[2 3 6 7 8 9],"['ADI.csv', 'GOOG.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']",3.897563,3.331254,0.490364,2.672050
653,[0 1 2 6 7 8],"['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv']",3.830985,3.262185,0.472095,2.605473
654,[1 2 4 6 8 9],"['ADBE.csv', 'ADI.csv', 'GOOGL.csv', 'MSFT.csv', 'NVDA.csv', 'TSLA.csv']",3.837071,3.170579,0.471760,2.611559
655,[0 1 2 3 5 8],"['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'IDXX.csv', 'NVDA.csv']",3.825553,3.314716,0.465836,2.600040
656,[0 1 3 6 8 9],"['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'MSFT.csv', 'NVDA.csv', 'TSLA.csv']",3.837897,3.238718,0.443218,2.612384
657,[0 1 2 3 5 7],"['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'IDXX.csv', 'NFLX.csv']",3.845325,3.317757,0.496325,2.619812
658,[2 3 4 5 6 8],"['ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NVDA.csv']",3.469555,3.296844,0.443952,2.244043
659,[0 1 3 4 5 7],"['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'NFLX.csv']",3.426707,3.188909,0.476816,2.201195
660,[0 1 3 4 6 7],"['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'GOOGL.csv', 'MSFT.csv', 'NFLX.csv']",3.395971,3.083483,0.429447,2.170459
661,[0 2 4 5 7 9],"['AAPL.csv', 'ADI.csv', 'GOOGL.csv', 'IDXX.csv', 'NFLX.csv', 'TSLA.csv']",3.927160,3.373129,0.564544,2.701647
662,[0 1 3 4 5 6],"['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv']",3.400197,3.072495,0.433382,2.174684
663,[0 2 3 5 7 8],"['AAPL.csv', 'ADI.csv', 'GOOG.csv', 'IDXX.csv', 'NFLX.csv', 'NVDA.csv']",3.872009,3.363421,0.504035,2.646496
664,[0 2 3 4 6 7],"['AAPL.csv', 'ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'MSFT.csv', 'NFLX.csv']",3.464087,3.155618,0.476018,2.238574
665,[4 5 6 7 8 9],"['GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']",3.925476,3.405221,0.518537,2.699963
666,[0 1 3 4 6 9],"['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'GOOGL.csv', 'MSFT.csv', 'TSLA.csv']",3.433514,3.208384,0.466102,2.208001
667,[0 1 2 3 7 8],"['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'NFLX.csv', 'NVDA.csv']",3.816736,3.392408,0.471493,2.591223
668,[0 3 4 6 8 9],"['AAPL.csv', 'GOOG.csv', 'GOOGL.csv', 'MSFT.csv', 'NVDA.csv', 'TSLA.csv']",3.488934,2.912117,0.478741,2.263421
669,[1 3 4 5 6 7],"['ADBE.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv']",3.424726,3.107760,0.464332,2.199213
670,[1 3 4 6 7 9],"['ADBE.csv', 'GOOG.csv', 'GOOGL.csv', 'MSFT.csv', 'NFLX.csv', 'TSLA.csv']",3.446302,3.158032,0.494599,2.220789
671,[1 2 3 5 7 9],"['ADBE.csv', 'ADI.csv', 'GOOG.csv', 'IDXX.csv', 'NFLX.csv', 'TSLA.csv']",3.892878,3.348432,0.538225,2.667365
672,[0 2 3 4 6 9],"['AAPL.csv', 'ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'MSFT.csv', 'TSLA.csv']",3.500580,3.148354,0.501964,2.275067
673,[0 3 4 6 7 8],"['AAPL.csv', 'GOOG.csv', 'GOOGL.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv']",3.458355,3.114473,0.447521,2.232842
674,[0 2 4 5 7 8],"['AAPL.csv', 'ADI.csv', 'GOOGL.csv', 'IDXX.csv', 'NFLX.csv', 'NVDA.csv']",3.873468,3.303034,0.505778,2.647956
675,[0 1 4 7 8 9],"['AAPL.csv', 'ADBE.csv', 'GOOGL.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']",3.853874,3.211759,0.526539,2.628361
676,[0 2 3 4 6 8],"['AAPL.csv', 'ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'MSFT.csv', 'NVDA.csv']",3.435141,3.184218,0.417322,2.209629
677,[0 1 2 3 4 7],"['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'NFLX.csv']",3.433165,3.093523,0.480249,2.207652
678,[0 3 4 5 6 7],"['AAPL.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv']",3.471068,3.152228,0.488144,2.245555
679,[1 3 4 6 8 9],"['ADBE.csv', 'GOOG.csv', 'GOOGL.csv', 'MSFT.csv', 'NVDA.csv', 'TSLA.csv']",3.453611,3.211594,0.455829,2.228098
680,[0 1 2 7 8 9],"['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']",3.884960,3.256276,0.563698,2.659447
681,[2 3 4 5 6 9],"['ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'TSLA.csv']",3.531420,3.200196,0.516130,2.305907
682,[2 5 6 7 8 9],"['ADI.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']",3.947639,3.363471,0.539458,2.722126
683,[1 2 3 6 7 8],"['ADBE.csv', 'ADI.csv', 'GOOG.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv']",3.806603,3.284876,0.435248,2.581090
684,[0 2 3 5 6 8],"['AAPL.csv', 'ADI.csv', 'GOOG.csv', 'IDXX.csv', 'MSFT.csv', 'NVDA.csv']",3.849781,3.359450,0.435022,2.624268
685,[2 3 4 7 8 9],"['ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']",3.498078,3.200959,0.545474,2.272565
686,[0 3 5 6 7 8],"['AAPL.csv', 'GOOG.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv']",3.872795,3.316015,0.466377,2.647282
687,[0 1 2 3 7 9],"['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'NFLX.csv', 'TSLA.csv']",3.872275,3.268409,0.526536,2.646762
688,[0 1 2 4 7 9],"['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOGL.csv', 'NFLX.csv', 'TSLA.csv']",3.869347,3.270883,0.537713,2.643834
689,[1 2 3 5 6 8],"['ADBE.csv', 'ADI.csv', 'GOOG.csv', 'IDXX.csv', 'MSFT.csv', 'NVDA.csv']",3.808994,3.270323,0.439799,2.583481
690,[0 3 4 5 6 8],"['AAPL.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NVDA.csv']",3.463340,3.018185,0.444681,2.237827
691,[1 3 4 5 6 9],"['ADBE.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'TSLA.csv']",3.456596,3.152522,0.492407,2.231083
692,[1 3 4 5 7 8],"['ADBE.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'NFLX.csv', 'NVDA.csv']",3.452284,3.112418,0.496937,2.226771
693,[2 4 5 6 7 9],"['ADI.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'TSLA.csv']",3.939458,3.381373,0.533864,2.713945
694,[0 1 3 5 6 9],"['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'IDXX.csv', 'MSFT.csv', 'TSLA.csv']",3.845822,3.181049,0.481708,2.620309
695,[0 1 6 7 8 9],"['AAPL.csv', 'ADBE.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']",3.881645,3.257613,0.500379,2.656132
696,[0 1 4 5 7 8],"['AAPL.csv', 'ADBE.csv', 'GOOGL.csv', 'IDXX.csv', 'NFLX.csv', 'NVDA.csv']",3.833613,3.250815,0.472881,2.608101
697,[2 3 4 5 6 7],"['ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv']",3.502433,3.183788,0.500702,2.276920
698,[0 1 4 6 7 9],"['AAPL.csv', 'ADBE.csv', 'GOOGL.csv', 'MSFT.csv', 'NFLX.csv', 'TSLA.csv']",3.832854,3.246745,0.479843,2.607342
699,[0 1 3 4 8 9],"['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'GOOGL.csv', 'NVDA.csv', 'TSLA.csv']",3.465300,3.221107,0.490601,2.239788
700,[0 2 4 6 7 9],"['AAPL.csv', 'ADI.csv', 'GOOGL.csv', 'MSFT.csv', 'NFLX.csv', 'TSLA.csv']",3.901881,3.328505,0.522325,2.676368
701,[0 4 5 6 7 8],"['AAPL.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv']",3.870379,3.351495,0.463637,2.644866
702,[0 1 2 4 5 6],"['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv']",3.805795,3.198225,0.458131,2.580282
703,[1 4 5 6 7 9],"['ADBE.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'TSLA.csv']",3.858849,3.324831,0.501890,2.633337
704,[1 2 3 5 6 9],"['ADBE.csv', 'ADI.csv', 'GOOG.csv', 'IDXX.csv', 'MSFT.csv', 'TSLA.csv']",3.868816,3.301390,0.507281,2.643303
705,[1 4 6 7 8 9],"['ADBE.csv', 'GOOGL.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']",3.847271,3.307409,0.490953,2.621758
706,[0 3 5 6 7 9],"['AAPL.csv', 'GOOG.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'TSLA.csv']",3.910713,3.324102,0.523676,2.685200
707,[0 1 2 4 5 7],"['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOGL.csv', 'IDXX.csv', 'NFLX.csv']",3.843463,3.346401,0.497527,2.617950
708,[0 1 2 3 4 8],"['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'NVDA.csv']",3.416781,3.115243,0.455220,2.191268
709,[0 1 3 5 8 9],"['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'IDXX.csv', 'NVDA.csv', 'TSLA.csv']",3.873435,3.322453,0.499478,2.647923
710,[2 3 5 6 8 9],"['ADI.csv', 'GOOG.csv', 'IDXX.csv', 'MSFT.csv', 'NVDA.csv', 'TSLA.csv']",3.904590,3.403275,0.473271,2.679077
711,[0 2 4 5 6 8],"['AAPL.csv', 'ADI.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NVDA.csv']",3.850008,3.295288,0.447236,2.624495
712,[1 2 3 4 6 7],"['ADBE.csv', 'ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'MSFT.csv', 'NFLX.csv']",3.424319,3.112358,0.452414,2.198806
713,[0 1 2 3 4 9],"['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'TSLA.csv']",3.471975,3.175975,0.527432,2.246462
714,[0 2 4 5 6 9],"['AAPL.csv', 'ADI.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'TSLA.csv']",3.912506,3.299291,0.513387,2.686993
715,[1 2 3 4 5 7],"['ADBE.csv', 'ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'NFLX.csv']",3.456939,3.119643,0.497963,2.231426
716,[0 1 2 3 8 9],"['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'NVDA.csv', 'TSLA.csv']",3.852265,3.396016,0.502691,2.626752
717,[0 1 2 6 7 9],"['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'MSFT.csv', 'NFLX.csv', 'TSLA.csv']",3.888680,3.367150,0.513755,2.663168
718,[0 3 4 7 8 9],"['AAPL.csv', 'GOOG.csv', 'GOOGL.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']",3.487603,3.206260,0.546480,2.262091
719,[0 2 3 4 8 9],"['AAPL.csv', 'ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'NVDA.csv', 'TSLA.csv']",3.484489,3.063488,0.524347,2.258976
720,[0 3 4 5 8 9],"['AAPL.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'NVDA.csv', 'TSLA.csv']",3.508441,3.229010,0.531695,2.282928
721,[1 3 5 7 8 9],"['ADBE.csv', 'GOOG.csv', 'IDXX.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']",3.876579,3.366338,0.538386,2.651066
722,[1 2 5 7 8 9],"['ADBE.csv', 'ADI.csv', 'IDXX.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']",3.900558,3.320135,0.554947,2.675046
723,[2 3 4 6 7 8],"['ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv']",3.465837,3.254128,0.455890,2.240324
724,[0 1 2 5 8 9],"['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'IDXX.csv', 'NVDA.csv', 'TSLA.csv']",3.893481,3.298908,0.537256,2.667968
725,[0 2 5 6 8 9],"['AAPL.csv', 'ADI.csv', 'IDXX.csv', 'MSFT.csv', 'NVDA.csv', 'TSLA.csv']",3.922297,3.266591,0.526720,2.696784
726,[2 4 6 7 8 9],"['ADI.csv', 'GOOGL.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']",3.896287,3.402190,0.522632,2.670774
727,[1 3 4 5 8 9],"['ADBE.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'NVDA.csv', 'TSLA.csv']",3.484369,3.174839,0.519592,2.258856
728,[1 2 4 7 8 9],"['ADBE.csv', 'ADI.csv', 'GOOGL.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']",3.858002,3.334382,0.547849,2.632489
729,[1 3 5 6 7 9],"['ADBE.csv', 'GOOG.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'TSLA.csv']",3.861236,3.241749,0.500264,2.635723
730,[0 3 4 5 7 9],"['AAPL.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'NFLX.csv', 'TSLA.csv']",3.498193,3.167902,0.580398,2.272680
731,[0 4 5 6 8 9],"['AAPL.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NVDA.csv', 'TSLA.csv']",3.904643,3.311482,0.489597,2.679130
732,[0 2 3 4 5 7],"['AAPL.csv', 'ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'NFLX.csv']",3.487778,3.193047,0.531260,2.262265
733,[3 4 5 6 8 9],"['GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NVDA.csv', 'TSLA.csv']",3.517749,3.205698,0.494782,2.292236
734,[1 4 5 6 8 9],"['ADBE.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NVDA.csv', 'TSLA.csv']",3.858448,3.379208,0.469726,2.632935
735,[0 1 3 5 7 8],"['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'IDXX.csv', 'NFLX.csv', 'NVDA.csv']",3.834318,3.233999,0.471099,2.608805
736,[1 2 5 6 8 9],"['ADBE.csv', 'ADI.csv', 'IDXX.csv', 'MSFT.csv', 'NVDA.csv', 'TSLA.csv']",3.878759,3.322685,0.500914,2.653246
